waterpoint_id,district,source_type,power_source,management,age_years,depth_m,static_water_level_m,gw_trend_m_per_year,rainfall_mm_12mo,households_served,population_served,duty_cycle,water_tds_ppm,iron_ppm,chloride_ppm,distance_to_workshop_km,road_access_score,days_since_service,has_tariff,caretaker_trained,failures_past_24mo,mean_repair_delay_days,uptime_pct_12mo,handle_effort_index,season_month,failure_next_90d
WP-002831,Banswara,handpump_india_mk2,handpump,gram_panchayat,5.9,71.3,25.7,0.99,411.0,18,119,0.565,1200.0,0.55,403.0,13.9,6.3,102,0,0,5,0.5,74.8,5.59,12,0
WP-002832,Bhilwara,submersible_borewell,solar_pv,village_water_committee,5.9,64.6,35.9,0.73,306.0,60,316,0.45,1481.0,0.38,408.0,21.2,5.1,146,1,1,4,12.0,79.0,,10,0
WP-002833,Jodhpur,handpump_india_mk2,handpump,village_water_committee,5.5,91.1,48.8,1.15,218.0,7,32,0.098,1809.0,2.79,594.0,10.5,7.4,167,0,0,2,0.5,86.5,6.41,7,1
WP-002834,Jhunjhunu,submersible_borewell,solar_pv,gram_panchayat,2.6,50.2,15.5,0.56,338.0,11,67,0.059,932.0,0.51,174.0,37.7,6.1,59,0,0,1,19.3,100.0,2.81,7,0
WP-002835,Nagaur,handpump_mk3,handpump,village_water_committee,3.9,68.4,37.3,0.79,183.0,76,356,1.957,2086.0,1.22,527.0,28.7,,47,1,0,4,10.2,90.3,8.03,3,0
WP-002836,Jhunjhunu,handpump_india_mk2,handpump,private_operator,11.0,62.0,44.4,0.67,507.0,27,113,0.729,1372.0,0.73,516.0,50.7,4.3,57,1,1,3,17.8,81.0,7.64,3,0
WP-002837,Banswara,submersible_borewell,grid_electric,private_operator,3.4,61.7,19.2,0.47,161.0,21,95,0.194,1127.0,0.54,276.0,3.8,4.3,41,1,1,2,0.5,84.6,4.52,9,0
WP-002838,Udaipur,submersible_borewell,grid_electric,gram_panchayat,10.8,45.1,23.4,1.26,611.0,53,365,0.479,868.0,0.87,305.0,5.5,9.4,175,0,0,1,0.5,99.4,6.5,12,0
WP-002839,Bikaner,handpump_india_mk2,handpump,unmanaged,7.8,93.0,41.1,1.18,216.0,9,56,0.305,2075.0,0.71,480.0,18.7,,616,0,1,1,0.5,97.9,7.99,10,0
WP-002840,Banswara,submersible_borewell,solar_pv,unmanaged,13.8,50.8,24.8,0.98,768.0,32,192,0.265,1023.0,0.12,238.0,5.5,6.2,129,0,0,1,9.1,91.2,6.67,10,0
WP-002841,Churu,handpump_india_mk2,handpump,gram_panchayat,7.3,84.2,43.4,1.22,292.0,44,224,0.846,1780.0,1.54,430.0,12.1,5.1,204,1,0,2,10.9,84.6,8.06,3,1
WP-002842,Ajmer,handpump_india_mk2,handpump,village_water_committee,4.1,81.8,45.5,1.03,423.0,29,128,0.749,917.0,1.55,241.0,44.4,1.8,282,0,0,1,21.5,84.2,8.62,7,0
WP-002843,Bhilwara,handpump_india_mk2,handpump,village_water_committee,4.0,67.7,40.2,0.77,607.0,4,20,0.076,1538.0,0.44,491.0,67.1,5.0,127,1,0,3,17.5,82.6,4.95,10,0
WP-002844,Churu,submersible_borewell,grid_electric,gram_panchayat,2.0,80.2,22.6,0.98,175.0,22,121,0.18,1694.0,0.64,516.0,17.3,7.1,47,0,0,0,0.5,100.0,4.37,10,0
WP-002845,Churu,piped_standpost,grid_electric,gram_panchayat,4.4,90.6,54.5,1.08,305.0,15,97,0.143,989.0,0.48,359.0,19.5,7.3,85,1,1,0,0.5,,6.0,11,0
WP-002846,Churu,submersible_borewell,solar_pv,gram_panchayat,6.2,110.0,33.8,0.75,426.0,87,460,0.62,1322.0,0.35,577.0,38.7,5.6,224,1,1,4,12.8,82.3,3.33,1,0
WP-002847,Udaipur,piped_standpost,grid_electric,gram_panchayat,14.8,57.2,33.8,0.37,558.0,56,306,0.644,1135.0,0.23,489.0,17.0,6.1,210,1,1,1,0.5,87.6,7.62,3,0
WP-002848,Nagaur,submersible_borewell,grid_electric,gram_panchayat,11.1,61.9,32.8,0.99,472.0,23,106,0.219,1862.0,0.67,637.0,9.2,8.1,68,1,1,0,0.5,98.2,4.91,9,0
WP-002849,Jodhpur,piped_standpost,grid_electric,village_water_committee,5.8,63.4,27.0,1.08,222.0,9,40,0.042,1914.0,0.29,387.0,23.1,7.9,113,0,0,0,0.5,90.1,5.5,4,0
WP-002850,Nagaur,spring_box,gravity,village_water_committee,3.5,2.6,1.6,0.31,245.0,28,117,0.753,1169.0,0.54,505.0,17.8,7.9,122,1,0,2,0.5,88.0,4.29,6,0
WP-002851,Bikaner,handpump_mk3,handpump,gram_panchayat,9.7,72.0,47.3,0.79,352.0,13,45,0.198,1795.0,1.59,748.0,15.3,3.6,219,0,0,0,7.6,97.9,6.71,9,0
WP-002852,Nagaur,handpump_india_mk2,handpump,unmanaged,4.6,43.2,21.6,1.2,221.0,39,219,0.841,1199.0,0.83,400.0,21.9,4.4,570,0,0,1,11.9,92.6,5.8,5,1
WP-002853,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,3.6,91.3,73.8,1.48,115.0,34,244,1.021,1779.0,0.28,770.0,12.5,4.7,64,0,0,1,0.5,86.1,9.55,2,0
WP-002854,Jaisalmer,submersible_borewell,grid_electric,gram_panchayat,9.8,102.1,86.1,0.68,207.0,22,139,0.229,1575.0,0.72,484.0,30.7,,54,0,0,1,21.1,87.7,10.0,10,0
WP-002855,Ajmer,submersible_borewell,grid_electric,gram_panchayat,3.9,89.1,39.4,0.82,505.0,35,201,0.324,1400.0,1.53,385.0,11.7,6.0,73,1,1,0,2.1,94.5,5.99,3,0
WP-002856,Barmer,handpump_india_mk2,handpump,gram_panchayat,12.1,92.8,63.8,2.35,354.0,140,844,3.2,2224.0,0.85,881.0,33.6,6.6,93,0,1,9,7.6,60.3,10.0,2,1
WP-002857,Jhunjhunu,piped_standpost,solar_pv,village_water_committee,2.1,77.8,19.7,1.24,392.0,10,54,0.098,1979.0,1.66,454.0,12.7,7.3,124,0,0,1,4.5,95.6,6.47,10,0
WP-002858,Bhilwara,spring_box,gravity,village_water_committee,3.9,5.0,1.8,0.31,540.0,13,75,0.299,1277.0,0.64,547.0,22.2,4.8,67,0,1,1,8.8,89.1,5.06,9,0
WP-002859,Ajmer,handpump_india_mk2,handpump,village_water_committee,3.8,68.3,41.7,0.81,642.0,33,197,0.872,1070.0,1.7,408.0,52.3,7.2,7,1,1,0,2.9,99.4,7.74,5,0
WP-002860,Churu,handpump_india_mk2,handpump,village_water_committee,11.5,72.6,24.4,1.09,437.0,16,86,0.373,935.0,1.24,238.0,39.7,5.3,70,0,0,2,10.5,91.8,6.81,10,0
WP-002861,Bikaner,handpump_india_mk2,handpump,village_water_committee,7.1,124.9,38.2,1.07,229.0,36,145,0.785,1965.0,0.77,539.0,29.4,5.4,190,1,1,1,0.5,94.6,7.13,8,0
WP-002862,Banswara,handpump_mk3,handpump,private_operator,11.3,36.7,17.3,0.86,622.0,12,73,0.166,1373.0,1.04,508.0,6.9,3.9,141,1,1,1,0.5,94.4,7.58,1,0
WP-002863,Udaipur,piped_standpost,solar_pv,village_water_committee,3.2,62.1,22.5,0.95,778.0,29,141,0.309,1527.0,0.41,542.0,27.2,7.9,119,0,0,0,0.5,93.4,5.37,10,0
WP-002864,Pali,submersible_borewell,grid_electric,village_water_committee,11.1,61.5,41.4,0.69,479.0,28,135,0.212,1229.0,1.51,393.0,24.2,5.2,60,1,1,2,4.6,87.3,7.44,12,0
WP-002865,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,10.4,97.8,82.5,1.45,187.0,42,218,1.068,1827.0,0.72,714.0,8.4,4.6,176,1,1,5,0.5,70.4,10.0,6,1
WP-002866,Barmer,handpump_mk3,handpump,village_water_committee,4.0,99.7,48.3,0.94,501.0,25,135,0.362,1948.0,0.48,365.0,8.6,8.4,238,1,1,1,0.5,89.8,7.51,10,0
WP-002867,Jodhpur,handpump_india_mk2,handpump,village_water_committee,4.2,81.2,63.2,1.0,482.0,53,319,1.351,1643.0,1.16,536.0,32.2,5.6,107,1,0,1,9.6,86.2,9.73,6,1
WP-002868,Jaisalmer,handpump_mk3,handpump,village_water_committee,4.2,76.6,53.0,1.78,369.0,15,94,0.325,1440.0,0.15,589.0,1.7,5.8,279,1,1,0,0.5,97.3,,11,0
WP-002869,Udaipur,handpump_mk3,handpump,village_water_committee,19.1,49.8,19.4,0.25,492.0,34,192,1.069,495.0,0.82,105.0,15.3,4.6,87,1,1,8,0.5,67.9,10.0,6,1
WP-002870,Bikaner,submersible_borewell,solar_pv,unmanaged,6.7,108.2,63.1,1.42,153.0,9,53,0.075,2119.0,0.6,685.0,28.8,1.8,465,0,0,1,16.5,90.9,7.25,1,0
WP-002871,Jodhpur,submersible_borewell,solar_pv,village_water_committee,2.9,60.4,44.8,0.6,465.0,6,32,0.049,2125.0,2.77,921.0,5.2,6.5,133,1,1,0,0.5,100.0,7.21,3,0
WP-002872,Banswara,piped_standpost,grid_electric,village_water_committee,4.1,78.6,19.2,0.31,461.0,12,56,0.075,704.0,0.98,168.0,17.7,7.0,216,1,1,1,0.5,80.7,6.49,5,0
WP-002873,Bhilwara,handpump_india_mk2,handpump,gram_panchayat,25.7,65.6,25.2,0.48,267.0,101,649,2.309,1556.0,1.01,395.0,20.0,7.0,249,0,0,5,0.5,86.4,10.0,3,1
WP-002874,Bikaner,piped_standpost,grid_electric,village_water_committee,7.8,101.6,50.2,0.84,340.0,70,319,0.583,1920.0,0.89,364.0,1.4,8.4,139,1,1,1,0.5,96.7,6.29,6,0
WP-002875,Nagaur,handpump_india_mk2,handpump,gram_panchayat,6.2,64.6,30.7,0.51,539.0,35,158,0.565,1492.0,2.68,588.0,2.6,9.0,151,1,1,2,0.5,92.6,5.45,12,0
WP-002876,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,2.1,70.4,37.7,0.41,216.0,17,90,0.427,1436.0,1.46,301.0,40.3,,140,1,0,2,0.5,,,9,0
WP-002877,Pali,piped_standpost,solar_pv,unmanaged,3.7,63.3,21.8,0.25,600.0,49,259,0.361,1827.0,1.6,768.0,18.2,4.0,315,0,0,1,7.5,98.0,5.98,1,0
WP-002878,Banswara,submersible_borewell,solar_pv,unmanaged,14.0,57.2,24.7,0.24,465.0,10,54,0.093,714.0,1.73,172.0,8.7,3.9,159,0,0,0,0.5,97.2,,9,0
WP-002879,Udaipur,handpump_india_mk2,handpump,private_operator,8.0,37.9,22.3,0.25,597.0,8,52,0.282,931.0,0.84,305.0,5.7,6.9,74,1,0,2,0.5,90.8,4.09,10,0
WP-002880,Banswara,handpump_mk3,handpump,village_water_committee,3.8,42.6,16.7,0.5,716.0,26,135,0.629,615.0,0.13,115.0,30.1,2.8,192,0,0,1,7.5,93.0,5.38,12,0
WP-002881,Barmer,submersible_borewell,grid_electric,gram_panchayat,24.6,126.2,66.1,1.64,228.0,27,126,0.24,1214.0,0.55,336.0,2.1,4.4,181,1,1,6,0.5,76.9,9.72,6,1
WP-002882,Bikaner,spring_box,gravity,village_water_committee,7.9,2.5,1.0,1.3,348.0,38,216,1.517,2088.0,0.74,773.0,19.5,4.6,231,1,0,2,0.5,87.0,2.72,1,0
WP-002883,Jhunjhunu,submersible_borewell,grid_electric,private_operator,28.1,78.9,47.0,0.96,358.0,18,119,0.202,946.0,1.51,239.0,6.2,5.1,185,1,1,2,2.2,81.2,10.0,2,1
WP-002884,Barmer,handpump_india_mk2,handpump,village_water_committee,3.2,98.9,67.0,0.94,365.0,19,115,0.547,1904.0,1.96,771.0,33.8,5.6,170,1,0,0,7.1,94.5,8.16,4,0
WP-002885,Nagaur,handpump_mk3,handpump,gram_panchayat,2.6,104.8,62.6,1.15,521.0,86,472,1.768,1814.0,0.38,384.0,7.4,5.2,69,1,1,2,0.5,88.1,5.84,4,0
WP-002886,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,6.7,94.0,79.0,1.43,181.0,25,133,0.512,1779.0,,461.0,18.8,8.0,210,1,1,1,0.5,91.2,,10,0
WP-002887,Banswara,handpump_india_mk2,handpump,gram_panchayat,2.1,67.5,24.2,0.3,485.0,20,120,0.579,1138.0,0.71,452.0,15.9,5.5,41,1,1,0,0.5,100.0,6.51,12,0
WP-002888,Barmer,submersible_borewell,grid_electric,village_water_committee,5.3,55.3,33.6,1.54,173.0,36,161,0.21,1587.0,3.25,581.0,37.8,3.6,18,0,0,0,11.4,93.6,6.53,5,0
WP-002889,Jaisalmer,piped_standpost,grid_electric,gram_panchayat,10.1,94.1,76.3,1.11,273.0,20,101,0.142,2548.0,1.01,506.0,15.6,7.1,23,1,0,0,0.5,95.4,8.43,6,0
WP-002890,Bikaner,handpump_india_mk2,handpump,gram_panchayat,9.3,85.3,58.2,1.02,111.0,86,406,2.119,1491.0,1.85,452.0,27.7,5.5,261,1,0,4,7.4,81.3,10.0,2,1
WP-002891,Jaisalmer,piped_standpost,grid_electric,gram_panchayat,7.8,87.6,58.1,1.35,286.0,35,230,0.438,2787.0,1.63,982.0,15.5,3.6,275,0,0,2,3.7,88.5,8.95,5,1
WP-002892,Jhunjhunu,submersible_borewell,solar_pv,village_water_committee,3.9,84.6,47.3,0.41,419.0,22,152,0.091,916.0,1.06,355.0,8.0,4.9,78,1,1,0,0.5,100.0,5.86,8,0
WP-002893,Nagaur,piped_standpost,grid_electric,village_water_committee,12.3,79.3,32.3,0.8,380.0,17,108,0.167,1211.0,1.47,317.0,21.6,4.7,183,1,0,3,0.5,86.4,6.59,12,0
WP-002894,Udaipur,handpump_india_mk2,handpump,unmanaged,6.2,52.8,13.3,0.51,541.0,8,41,0.219,795.0,0.37,325.0,35.5,3.9,497,0,0,0,5.2,92.8,2.39,8,0
WP-002895,Jodhpur,handpump_mk3,handpump,gram_panchayat,1.0,71.9,21.3,0.82,397.0,32,136,0.563,1908.0,2.57,389.0,13.0,3.4,15,1,0,1,15.4,91.1,6.99,10,0
WP-002896,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,3.4,66.5,37.4,1.01,284.0,17,93,0.481,1197.0,1.0,232.0,30.7,3.9,333,1,0,0,6.0,98.0,4.73,9,0
WP-002897,Pali,handpump_india_mk2,handpump,gram_panchayat,3.5,41.8,20.2,0.59,60.0,9,44,0.223,2133.0,0.31,670.0,7.0,5.0,226,1,1,0,0.5,100.0,4.61,10,0
WP-002898,Pali,handpump_india_mk2,handpump,gram_panchayat,13.6,68.9,46.4,0.66,477.0,13,70,0.313,1363.0,0.43,375.0,21.4,8.8,122,0,0,2,4.9,87.8,7.9,11,1
WP-002899,Bhilwara,handpump_india_mk2,handpump,gram_panchayat,3.4,41.5,10.1,1.01,300.0,62,340,1.373,1427.0,1.07,458.0,31.9,5.3,184,0,0,1,9.5,87.4,4.77,9,0
WP-002900,Bikaner,handpump_india_mk2,handpump,village_water_committee,9.1,114.9,72.4,1.12,285.0,24,153,0.523,1696.0,1.01,528.0,12.5,7.3,49,1,1,0,0.5,94.2,9.64,4,0
WP-002901,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,1.6,84.5,28.1,1.08,256.0,32,175,0.527,1074.0,0.36,415.0,38.9,7.7,175,0,1,0,1.1,96.1,5.38,1,0
WP-002902,Bhilwara,piped_standpost,solar_pv,gram_panchayat,9.9,78.7,33.5,0.89,587.0,32,181,0.295,836.0,0.49,273.0,32.3,6.2,87,0,0,4,5.9,84.8,5.15,4,1
WP-002903,Udaipur,piped_standpost,grid_electric,village_water_committee,2.0,34.3,18.9,1.15,446.0,91,580,0.602,1157.0,0.37,404.0,4.6,6.9,61,1,1,2,0.5,89.7,4.27,12,0
WP-002904,Pali,handpump_mk3,handpump,private_operator,13.3,87.4,38.5,0.7,294.0,18,101,0.527,1439.0,0.36,312.0,37.3,7.0,343,1,1,4,10.9,72.4,8.48,5,1
WP-002905,Pali,spring_box,gravity,village_water_committee,6.2,3.4,1.7,0.43,494.0,26,130,0.915,244.0,0.3,87.0,23.7,4.5,76,1,0,6,13.0,79.4,6.67,12,0
WP-002906,Udaipur,handpump_india_mk2,handpump,village_water_committee,11.3,59.8,31.2,0.0,616.0,52,239,1.297,1236.0,0.08,326.0,16.0,7.2,61,0,0,1,1.3,93.5,6.36,5,1
WP-002907,Pali,handpump_mk3,handpump,private_operator,5.9,71.0,18.5,0.66,481.0,28,159,0.632,1330.0,1.04,456.0,17.6,4.7,272,1,1,0,0.5,95.9,7.05,5,0
WP-002908,Banswara,piped_standpost,grid_electric,unmanaged,4.3,30.4,6.3,0.87,431.0,34,202,0.394,1388.0,0.65,563.0,11.9,4.8,519,0,0,1,1.1,95.0,5.11,8,0
WP-002909,Jaisalmer,handpump_mk3,handpump,village_water_committee,1.9,79.4,58.4,1.44,72.0,25,142,0.265,1753.0,,754.0,2.6,6.2,173,1,1,1,0.5,91.8,7.24,11,0
WP-002910,Nagaur,handpump_india_mk2,handpump,gram_panchayat,1.4,92.0,43.5,0.92,412.0,17,97,0.382,1641.0,1.36,298.0,15.3,6.3,304,0,1,0,0.5,94.3,6.55,10,0
WP-002911,Jaisalmer,handpump_mk3,handpump,village_water_committee,4.2,106.0,82.4,1.96,172.0,57,381,0.987,1927.0,0.04,797.0,8.9,8.3,123,1,0,0,0.5,100.0,10.0,5,0
WP-002912,Jaisalmer,submersible_borewell,grid_electric,private_operator,6.8,74.0,56.1,0.78,60.0,24,133,0.223,1584.0,0.45,480.0,21.9,5.3,40,1,1,3,3.1,79.9,6.35,4,0
WP-002913,Churu,submersible_borewell,solar_pv,gram_panchayat,2.7,101.4,66.8,1.35,332.0,37,196,0.261,1635.0,2.21,395.0,12.3,7.6,147,0,0,1,1.9,93.0,7.41,6,0
WP-002914,Bikaner,handpump_mk3,handpump,private_operator,20.9,84.1,68.3,0.94,576.0,34,214,0.753,1772.0,1.51,754.0,64.7,5.6,5,1,1,7,15.8,69.3,10.0,2,1
WP-002915,Nagaur,handpump_mk3,handpump,gram_panchayat,15.3,61.0,32.5,1.59,274.0,4,21,0.06,1998.0,,459.0,41.7,3.5,100,0,0,2,17.8,83.6,,6,1
WP-002916,Churu,handpump_india_mk2,handpump,gram_panchayat,6.1,74.5,26.4,0.88,205.0,26,137,0.653,1346.0,2.48,492.0,7.5,,37,0,1,4,3.9,85.4,6.83,8,0
WP-002917,Pali,submersible_borewell,solar_pv,unmanaged,16.6,52.3,22.4,1.23,320.0,29,173,0.263,1059.0,1.88,325.0,8.9,7.4,103,0,0,1,7.7,86.0,6.1,4,0
WP-002918,Banswara,handpump_india_mk2,handpump,village_water_committee,6.3,40.9,22.5,0.45,461.0,6,28,0.105,1378.0,0.24,430.0,12.2,,187,0,0,0,0.5,100.0,5.45,12,0
WP-002919,Udaipur,piped_standpost,solar_pv,village_water_committee,2.7,47.7,22.7,1.42,675.0,12,51,0.089,1504.0,0.19,619.0,5.3,6.6,316,0,0,0,0.5,100.0,4.25,10,0
WP-002920,Nagaur,piped_standpost,solar_pv,gram_panchayat,5.6,89.8,51.4,1.07,552.0,24,144,0.193,1190.0,1.62,491.0,18.1,6.3,134,0,0,0,0.5,94.6,8.36,12,0
WP-002921,Jodhpur,handpump_mk3,handpump,gram_panchayat,10.5,97.4,29.7,1.04,369.0,20,134,0.681,1492.0,0.4,541.0,13.4,4.5,242,0,0,3,5.8,,6.61,6,0
WP-002922,Bhilwara,piped_standpost,solar_pv,village_water_committee,3.9,81.1,43.6,0.82,512.0,49,333,0.355,1471.0,1.07,507.0,20.7,4.8,115,0,0,2,4.3,91.7,8.73,5,0
WP-002923,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,18.2,108.6,73.8,1.47,208.0,73,361,2.218,1288.0,0.1,397.0,43.4,8.2,66,1,1,10,0.5,60.8,10.0,8,1
WP-002924,Jhunjhunu,handpump_mk3,handpump,gram_panchayat,4.7,42.3,26.2,1.4,639.0,19,100,0.629,1166.0,1.71,219.0,11.1,7.6,281,0,0,0,3.8,100.0,6.6,8,0
WP-002925,Churu,handpump_mk3,handpump,gram_panchayat,11.4,60.1,39.7,1.52,444.0,16,65,0.256,1521.0,0.38,480.0,34.3,5.9,170,0,0,2,11.0,89.1,6.15,6,1
WP-002926,Bikaner,handpump_mk3,handpump,unmanaged,5.9,107.8,55.4,0.46,473.0,27,142,0.837,1723.0,0.24,602.0,24.7,6.8,698,0,0,4,0.5,88.9,8.07,8,1
WP-002927,Pali,piped_standpost,grid_electric,gram_panchayat,3.6,66.5,20.5,0.78,197.0,54,406,0.555,1462.0,0.61,623.0,7.5,6.1,249,1,1,0,0.5,95.6,6.15,2,0
WP-002928,Jodhpur,spring_box,gravity,gram_panchayat,2.5,5.1,2.1,0.83,493.0,28,140,0.892,1294.0,3.76,450.0,26.3,7.9,184,0,0,2,5.7,92.5,6.89,7,0
WP-002929,Bikaner,handpump_mk3,handpump,gram_panchayat,12.2,100.3,44.2,1.39,347.0,54,366,0.903,2094.0,2.23,896.0,20.8,4.4,131,0,0,1,7.9,98.5,9.77,9,0
WP-002930,Pali,handpump_mk3,handpump,village_water_committee,8.5,94.6,66.8,0.67,554.0,55,244,0.937,1326.0,0.34,542.0,17.9,6.5,136,1,1,4,0.5,80.8,,10,0
WP-002931,Bikaner,submersible_borewell,solar_pv,private_operator,4.1,97.7,46.2,1.82,480.0,41,228,0.419,1478.0,1.64,562.0,12.4,4.9,405,1,1,1,0.5,91.4,5.66,5,0
WP-002932,Ajmer,handpump_india_mk2,handpump,unmanaged,12.3,53.2,15.5,0.47,338.0,27,148,0.936,1502.0,0.78,629.0,11.4,5.6,259,0,0,4,0.5,77.2,6.12,6,0
WP-002933,Jaisalmer,handpump_india_mk2,handpump,private_operator,4.2,76.5,64.5,0.73,255.0,14,85,0.375,2202.0,1.74,593.0,3.9,5.0,31,1,1,0,0.5,98.5,9.16,9,0
WP-002934,Churu,spring_box,gravity,unmanaged,8.2,8.9,5.8,1.08,176.0,31,158,0.66,1712.0,2.15,392.0,25.9,8.7,36,0,1,4,0.6,77.6,6.04,11,0
WP-002935,Bhilwara,piped_standpost,solar_pv,gram_panchayat,9.1,83.7,32.2,0.96,669.0,19,77,0.13,1754.0,,526.0,5.4,9.0,93,1,1,1,0.5,95.5,6.21,10,0
WP-002936,Bikaner,spring_box,gravity,gram_panchayat,22.9,5.9,1.7,0.8,141.0,83,538,2.171,1293.0,0.57,435.0,11.0,7.7,112,0,0,12,0.5,53.0,9.11,12,1
WP-002937,Bhilwara,handpump_india_mk2,handpump,village_water_committee,22.0,64.8,15.1,1.14,245.0,56,265,0.944,1372.0,,288.0,9.2,9.4,140,1,1,9,0.5,71.3,8.15,8,1
WP-002938,Ajmer,handpump_india_mk2,handpump,unmanaged,4.2,44.2,19.5,0.54,311.0,25,117,0.477,947.0,0.58,259.0,22.7,5.3,682,0,0,2,5.3,84.6,5.97,7,0
WP-002939,Udaipur,handpump_mk3,handpump,gram_panchayat,3.6,69.7,38.9,0.45,456.0,26,129,0.641,1516.0,0.09,349.0,34.8,,42,0,0,1,13.7,88.3,6.09,3,0
WP-002940,Bikaner,spring_box,gravity,village_water_committee,7.7,8.1,5.2,1.17,145.0,11,50,0.229,1922.0,0.24,354.0,22.8,5.5,216,1,0,3,0.5,89.0,4.83,11,0
WP-002941,Ajmer,handpump_india_mk2,handpump,private_operator,13.3,54.7,14.0,0.56,465.0,21,99,0.404,1642.0,0.47,526.0,6.6,4.9,398,1,1,6,6.3,74.2,5.9,8,0
WP-002942,Banswara,handpump_india_mk2,handpump,gram_panchayat,1.3,51.6,13.8,1.18,674.0,101,539,2.531,1475.0,0.34,323.0,3.5,5.7,80,1,1,0,0.5,100.0,,3,0
WP-002943,Bhilwara,handpump_india_mk2,handpump,unmanaged,18.9,72.2,39.5,0.26,297.0,36,218,1.13,1424.0,0.6,581.0,11.0,5.3,768,1,1,7,0.5,66.8,9.65,9,1
WP-002944,Bikaner,piped_standpost,grid_electric,private_operator,5.0,83.1,43.8,0.63,419.0,26,135,0.147,1617.0,1.52,552.0,11.2,8.3,122,1,0,0,0.5,94.3,5.64,5,0
WP-002945,Bhilwara,piped_standpost,solar_pv,unmanaged,12.9,47.5,25.7,0.46,512.0,36,162,0.226,700.0,0.57,158.0,10.5,5.9,246,0,1,1,0.5,94.8,6.8,1,0
WP-002946,Jaisalmer,submersible_borewell,grid_electric,gram_panchayat,5.0,99.0,80.1,0.84,366.0,23,100,0.161,1784.0,0.33,720.0,22.4,4.5,167,1,0,0,0.5,94.9,8.65,5,0
WP-002947,Pali,handpump_india_mk2,handpump,gram_panchayat,17.7,78.0,46.8,0.33,418.0,27,165,0.784,1241.0,0.98,268.0,35.5,5.3,282,0,0,6,19.5,67.7,8.14,12,1
WP-002948,Churu,submersible_borewell,solar_pv,private_operator,5.0,52.9,32.2,1.11,460.0,28,132,0.221,1519.0,0.41,635.0,40.9,,77,1,1,1,4.1,87.3,3.9,5,0
WP-002949,Jhunjhunu,handpump_mk3,handpump,village_water_committee,10.8,71.6,46.3,0.45,251.0,83,478,2.281,1659.0,1.14,385.0,26.1,5.0,81,1,1,5,7.4,80.6,10.0,11,1
WP-002950,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,6.9,59.3,27.1,0.8,408.0,7,35,0.15,1243.0,0.46,266.0,22.3,,102,1,0,0,16.1,100.0,5.79,1,0
WP-002951,Barmer,handpump_india_mk2,handpump,unmanaged,2.6,100.7,65.6,1.01,140.0,18,103,0.567,2234.0,2.16,631.0,23.2,7.6,175,0,0,1,2.2,87.3,7.55,9,0
WP-002952,Jhunjhunu,submersible_borewell,grid_electric,unmanaged,4.8,45.5,28.8,1.31,482.0,6,35,0.063,1386.0,0.22,575.0,20.2,4.7,52,0,0,1,3.8,100.0,4.77,8,0
WP-002953,Banswara,handpump_india_mk2,handpump,unmanaged,1.1,32.1,17.4,0.09,636.0,21,118,0.677,644.0,,141.0,40.6,6.3,416,1,1,0,6.7,90.6,5.43,12,0
WP-002954,Churu,spring_box,gravity,village_water_committee,4.3,4.4,2.0,1.17,423.0,26,130,0.653,1825.0,1.81,768.0,13.5,6.4,88,1,1,0,0.5,95.3,6.13,10,0
WP-002955,Jodhpur,handpump_mk3,handpump,village_water_committee,8.8,91.0,40.8,1.02,394.0,41,222,0.742,1420.0,1.45,282.0,41.5,5.9,178,0,0,1,8.2,91.4,,9,0
WP-002956,Banswara,handpump_mk3,handpump,unmanaged,17.2,28.5,8.2,0.28,671.0,13,66,0.282,1141.0,0.3,472.0,21.6,6.4,154,0,0,0,1.2,93.5,6.21,8,0
WP-002957,Jaisalmer,submersible_borewell,solar_pv,village_water_committee,6.7,74.8,59.0,1.19,243.0,16,99,0.158,1768.0,3.06,477.0,10.3,6.7,84,1,0,1,0.5,91.9,8.46,11,0
WP-002958,Churu,submersible_borewell,grid_electric,gram_panchayat,27.4,81.8,46.5,1.16,259.0,42,242,0.404,1191.0,1.81,412.0,34.4,4.2,80,1,1,7,9.3,70.1,9.17,3,1
WP-002959,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,14.2,70.3,36.4,0.33,541.0,38,162,0.431,1740.0,1.3,670.0,48.7,5.3,209,1,1,3,17.1,87.9,7.14,9,0
WP-002960,Churu,submersible_borewell,solar_pv,unmanaged,3.7,93.4,37.0,1.08,214.0,23,138,0.173,1030.0,2.64,283.0,11.0,8.6,105,0,0,2,0.5,93.8,7.35,12,0
WP-002961,Banswara,handpump_india_mk2,handpump,gram_panchayat,7.0,64.3,22.1,0.52,507.0,6,33,0.124,1256.0,0.22,366.0,11.1,6.2,170,1,1,1,0.5,,5.85,10,0
WP-002962,Churu,handpump_mk3,handpump,village_water_committee,10.1,101.3,31.7,1.3,407.0,27,103,0.495,1987.0,1.25,580.0,20.0,6.6,165,1,0,4,3.1,88.2,7.37,10,0
